"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"62"	0	3.40308868999463	0.969	0.046	0	"6"	"Sparc"
"63"	0	3.24816949074688	0.618	0.013	0	"6"	"Mgp"
"64"	0	3.22406216165225	0.964	0.048	0	"6"	"Igfbp7"
"65"	0	3.19957860290204	0.801	0.087	0	"6"	"Gsn"
"66"	0	3.08843007216514	0.894	0.019	0	"6"	"Col3a1"
"67"	0	2.93541504940786	0.92	0.026	0	"6"	"Rarres2"
"68"	0	2.8366478800123	0.718	0.023	0	"6"	"Gpx3"
"69"	0	2.80754309697513	0.884	0.105	0	"6"	"Cebpd"
"70"	0	2.77987070012803	0.744	0.005	0	"6"	"Clec3b"
"71"	0	2.60237826219966	0.344	0.003	0	"7"	"Ccl1"
"72"	1.84797310345189e-304	2.20505611911519	0.715	0.071	2.85862959372973e-300	"7"	"Ctla2a"
"73"	1.20784641986446e-236	1.57376819895639	0.374	0.018	1.86841762688833e-232	"7"	"Gata3"
"74"	4.47240469852152e-140	1.98630438029818	0.705	0.191	6.91836282814294e-136	"7"	"Lmo4"
"75"	9.51880362969283e-128	1.46394803849427	0.318	0.03	1.47246373347718e-123	"7"	"Hs3st1"
"76"	2.24602570889122e-125	2.0856823193888	0.881	0.427	3.47437716908382e-121	"7"	"Gadd45b"
"77"	2.27118384481963e-123	1.61610183724453	0.573	0.12	3.51329428955149e-119	"7"	"Rora"
"78"	3.50484418081164e-92	1.41901624884198	0.593	0.164	5.42164346329753e-88	"7"	"S100a4"
"79"	8.90795780138053e-62	1.64855794269471	0.291	0.055	1.37797199229555e-57	"7"	"Areg"
"80"	1.3558385260051e-19	1.41152618612112	0.414	0.241	2.09734661587728e-15	"7"	"Hilpda"
"81"	1.54325836007792e-194	1.20417066774916	0.794	0.132	2.38726635720453e-190	"8"	"Avpi1"
"82"	2.76661630211734e-187	1.31857048675931	0.836	0.159	4.27967875774531e-183	"8"	"Ckb"
"83"	1.2893801266687e-155	2.58578439570382	1	0.707	1.99454211794381e-151	"8"	"Cst3"
"84"	3.57135813093959e-153	1.22370179857683	0.658	0.121	5.52453389275045e-149	"8"	"Ppt1"
"85"	2.34983404994138e-150	1.34059074460484	0.886	0.23	3.63495829185432e-146	"8"	"Gm2a"
"86"	3.05509524934738e-150	1.16634471661578	0.883	0.235	4.72592684121547e-146	"8"	"Psmb9"
"87"	2.61724845594217e-146	1.3725870657043	0.911	0.29	4.04862163649695e-142	"8"	"Lsp1"
"88"	1.61944704649019e-126	1.27872621994747	0.975	0.479	2.50512263621567e-122	"8"	"Atox1"
"89"	8.83409070034545e-112	1.29304970140738	0.996	0.72	1.36654549043644e-107	"8"	"H2afz"
"90"	2.55954479729639e-74	1.45053264264775	0.477	0.119	3.95935984693779e-70	"8"	"Stmn1"
"91"	0	3.4014572422027	0.945	0.061	0	"9"	"Lgals4"
"92"	0	3.26408604332799	0.741	0.031	0	"9"	"Agr2"
"93"	0	3.1368167023602	0.771	0.021	0	"9"	"Lypd8"
"94"	0	3.12573135189752	0.851	0.028	0	"9"	"Krt19"
"95"	0	3.08505017490717	0.826	0.02	0	"9"	"Krt8"
"96"	0	2.94312209361881	0.806	0.017	0	"9"	"Krt18"
"97"	0	2.93963952947324	0.776	0.027	0	"9"	"Phgr1"
"98"	0	2.79444273110104	0.532	0.01	0	"9"	"Sycn"
"99"	5.20221028254758e-151	3.53860039348681	0.398	0.03	8.04729908607286e-147	"9"	"Mptx1"
"100"	5.53220234479247e-140	3.62614200002723	0.378	0.029	8.55776380715947e-136	"9"	"Tff3"
"101"	0	3.47640052745863	0.814	0.029	0	"10"	"Tm4sf1"
"102"	0	3.16434313624428	0.709	0.003	0	"10"	"Fabp4"
"103"	0	2.60528322852829	0.663	0.007	0	"10"	"Rnd1"
"104"	0	2.5372709723311	0.64	0.011	0	"10"	"Iigp1"
"105"	3.62004703489274e-279	3.21387231253465	0.779	0.03	5.59985075827559e-275	"10"	"Ly6c1"
"106"	7.51440961011147e-213	2.67692618101848	0.256	0.002	1.16240402258814e-208	"10"	"Selp"
"107"	9.82990681117676e-113	2.46300834317188	0.826	0.095	1.52058828462093e-108	"10"	"Igfbp7"
"108"	4.96764351835072e-111	2.54142807530902	0.523	0.037	7.68444775853673e-107	"10"	"Id1"
"109"	2.49639115073924e-83	2.4731228859857	0.86	0.159	3.86166747107853e-79	"10"	"Hspb1"
"110"	7.70011278009814e-54	2.45159287796695	0.744	0.184	1.19113044595338e-49	"10"	"Isg15"
"111"	0	4.60574198635353	1	0.028	0	"11"	"Acta2"
"112"	0	4.27099587441648	0.988	0.027	0	"11"	"Tagln"
"113"	0	4.05589510237499	0.976	0.026	0	"11"	"Myl9"
"114"	0	3.51442263953383	0.902	0.007	0	"11"	"Actg2"
"115"	0	3.1024505774693	0.951	0.016	0	"11"	"Mylk"
"116"	0	2.61928917757571	0.927	0.003	0	"11"	"Myh11"
"117"	4.29056199658882e-290	3.01358985988693	0.768	0.026	6.63707035252325e-286	"11"	"Rbp4"
"118"	2.60896669401273e-275	2.66643313969257	0.988	0.051	4.03581057896829e-271	"11"	"Cald1"
"119"	2.61737438561816e-270	3.86975356561232	0.988	0.056	4.04881643711274e-266	"11"	"Tpm2"
"120"	2.04358230387774e-168	2.78581985155357	0.976	0.098	3.16121746586847e-164	"11"	"Tpm1"
"121"	1.3962583454345e-76	1.59056565153845	0.952	0.096	2.15987203455263e-72	"12"	"Derl3"
"122"	5.24279326373264e-55	1.53915957667926	1	0.15	8.11007689966802e-51	"12"	"Txndc5"
"123"	1.63277784402497e-44	2.1700965173207	1	0.221	2.52574404692222e-40	"12"	"Mzb1"
"124"	4.78128090650306e-38	1.55090978098726	0.976	0.224	7.39616343426959e-34	"12"	"Glipr1"
"125"	6.88347159256131e-31	1.56548215847784	1	0.394	1.06480422065331e-26	"12"	"Sec11c"
"126"	1.4068975203643e-24	1.55431985832548	0.286	0.026	2.17632977425153e-20	"12"	"Ighg2b"
"127"	4.11766533732591e-24	1.64593067765564	1	0.413	6.36961651030944e-20	"12"	"Jchain"
"128"	1.06304399046368e-22	1.91996909922849	1	0.7	1.64442274884827e-18	"12"	"Igha"
"129"	4.19743212742753e-19	1.70907212556408	1	0.974	6.49300775791765e-15	"12"	"Igkc"
"130"	7.25624552424629e-10	1.53153413556031	0.857	0.41	1.12246862014566e-05	"12"	"Iglc1"
